loss,val_loss
8247.4462890625,5848.1611328125
3190.477783203125,1874.7314453125
1755.6087646484375,1636.88671875
1583.8475341796875,1512.0191650390625
1486.2208251953125,1435.4056396484375
1419.853515625,1376.953125
1364.2010498046875,1325.6644287109375
1315.6407470703125,1281.89794921875
1273.4581298828125,1243.1038818359375
1236.1092529296875,1209.7789306640625
1203.34326171875,1179.913330078125
1175.052978515625,1155.22900390625
1150.2711181640625,1132.9364013671875
1128.852783203125,1114.2437744140625
1111.1646728515625,1099.345703125
1095.749267578125,1085.8841552734375
1082.6004638671875,1074.5418701171875
1071.062255859375,1064.4080810546875
1060.9454345703125,1055.131591796875
1051.9091796875,1047.2237548828125
1043.443359375,1039.429443359375
1035.0966796875,1032.574951171875
1027.5828857421875,1025.395751953125
1020.6913452148438,1019.1177368164062
1014.2017211914062,1012.8379516601562
1007.7825317382812,1008.6720581054688
1001.641845703125,1001.7863159179688
995.397216796875,996.1896362304688
989.5355834960938,990.6209716796875
983.751708984375,986.2959594726562
978.1741333007812,980.080810546875
972.4210815429688,974.622802734375
966.485595703125,969.7400512695312
960.7604370117188,963.919189453125
955.0111694335938,958.4710083007812
948.853271484375,953.0607299804688
943.197998046875,947.8157348632812
937.24658203125,942.4817504882812
931.3250732421875,936.95654296875
925.6620483398438,931.3037719726562
919.388671875,925.8580932617188
913.2461547851562,919.8789672851562
907.1630859375,914.176025390625
900.6674194335938,908.700439453125
894.321044921875,902.4080200195312
887.621826171875,897.1539306640625
880.9822998046875,890.4461059570312
874.22509765625,884.5015869140625
866.9422607421875,877.7060546875
859.1815795898438,870.4130249023438
851.0017700195312,863.0276489257812
842.7760009765625,854.5745239257812
834.5631103515625,847.0552978515625
826.2194213867188,839.646728515625
818.2854614257812,831.5665893554688
810.1749267578125,824.3472900390625
802.1201782226562,816.8444213867188
794.5986328125,809.7134399414062
787.1250610351562,802.9552001953125
779.7036743164062,796.026611328125
773.1056518554688,789.2459106445312
766.5870361328125,782.7594604492188
760.4116821289062,776.6951904296875
754.2365112304688,771.2857666015625
748.46484375,765.4163208007812
743.3077392578125,760.9212646484375
738.0834350585938,755.637451171875
733.65087890625,750.7979736328125
729.0668334960938,746.5155029296875
724.8092041015625,742.22021484375
721.0631713867188,738.5646362304688
717.28955078125,734.720703125
713.7456665039062,732.0602416992188
710.917724609375,728.4666748046875
707.824951171875,726.7723999023438
705.5592041015625,722.834228515625
702.81640625,720.6681518554688
700.548583984375,718.1412963867188
698.3446655273438,716.0762939453125
696.5252685546875,714.0266723632812
694.4500122070312,712.0487670898438
692.7056274414062,709.625
690.7503051757812,708.28662109375
689.1402587890625,706.1983642578125
687.631103515625,704.5347900390625
685.757568359375,703.6422119140625
684.3994750976562,701.0460205078125
682.7114868164062,699.8484497070312
681.337646484375,698.0768432617188
679.85693359375,696.5910034179688
678.8599853515625,695.8074951171875
677.3990478515625,694.775390625
676.236572265625,692.56494140625
675.1492309570312,691.1790161132812
673.6873779296875,689.907958984375
672.6140747070312,689.0589599609375
671.5347290039062,687.4612426757812
670.2423095703125,686.88916015625
669.0951538085938,684.904296875
667.6987915039062,685.0755004882812
666.9691162109375,682.62841796875
665.6154174804688,682.2904663085938
664.60595703125,679.9262084960938
663.7529907226562,679.2791748046875
662.7550659179688,677.9947509765625
661.6320190429688,677.9404907226562
661.0829467773438,676.525634765625
659.87939453125,675.5093383789062
658.9327392578125,674.4720458984375
658.2929077148438,673.5997314453125
657.2808837890625,672.480224609375
656.2760009765625,673.6365966796875
655.456298828125,671.7247314453125
654.8143310546875,670.2874145507812
653.832763671875,670.0706176757812
652.9765014648438,668.5247192382812
652.227294921875,667.6785278320312
651.2431030273438,667.1957397460938
650.4464721679688,666.6048583984375
649.8900756835938,668.3970947265625
649.2862548828125,664.531494140625
648.509765625,663.9903564453125
647.7237548828125,664.480712890625
646.87353515625,663.208984375
646.2200317382812,662.4891967773438
645.3228149414062,662.0040283203125
644.5482788085938,661.2813720703125
643.9118041992188,660.5245361328125
642.8577880859375,660.919921875
642.48583984375,659.2945556640625
641.8092041015625,658.7938842773438
641.1390380859375,657.3818359375
640.43017578125,657.9613647460938
639.8594970703125,657.1878051757812
639.1740112304688,656.2200927734375
638.3685913085938,655.9491577148438
637.7247924804688,655.8931884765625
637.3694458007812,654.9777221679688
636.6488647460938,654.6071166992188
635.755615234375,655.0825805664062
635.5879516601562,653.796630859375
634.7401733398438,652.8972778320312
634.249267578125,651.6434936523438
633.8057250976562,651.2373046875
632.8428955078125,651.278564453125
632.2733764648438,650.4871215820312
631.9315185546875,650.1345825195312
631.28955078125,649.451416015625
630.6204833984375,649.740478515625
630.1502075195312,649.1107177734375
629.8896484375,648.895263671875
629.1088256835938,647.7999267578125
628.63330078125,647.3309326171875
628.0650024414062,647.1328125
627.6686401367188,646.76416015625
627.0880126953125,646.347412109375
626.5632934570312,646.0838623046875
626.0991821289062,645.173095703125
625.4291381835938,644.412841796875
625.0982666015625,643.558837890625
624.482421875,643.8132934570312
623.8851318359375,644.57373046875
623.5662231445312,643.2600708007812
623.1480712890625,642.1837158203125
622.6134643554688,641.7559814453125
622.116943359375,641.433349609375
621.6353759765625,641.8399658203125
621.1112670898438,640.6292724609375
620.5548706054688,640.0272216796875
620.16162109375,640.0960693359375
619.7282104492188,639.4618530273438
619.0971069335938,638.732421875
618.447509765625,638.5693359375
618.0142822265625,638.2887573242188
617.2372436523438,637.3410034179688
616.880615234375,639.0552978515625
616.6278686523438,636.9749755859375
616.0089111328125,637.1405029296875
615.5214233398438,635.9244384765625
614.8983154296875,635.7936401367188
614.3106689453125,634.4319458007812
614.011474609375,634.6950073242188
613.47802734375,635.0645751953125
613.1614379882812,633.88427734375
612.4161376953125,633.330810546875
612.1221923828125,633.7476806640625
611.8278198242188,633.5142211914062
611.2361450195312,633.3699951171875
610.5957641601562,632.6007690429688
610.3080444335938,632.3509521484375
609.8968505859375,631.00439453125
609.4349365234375,630.7831420898438
609.140869140625,630.1796875
608.6553344726562,629.8707885742188
608.22119140625,629.9293212890625
607.6038818359375,630.1636352539062
607.5872802734375,629.2930297851562
606.6769409179688,629.6267700195312
606.529541015625,628.8262939453125
606.1918334960938,628.0543212890625
605.6024780273438,628.073486328125
605.598388671875,627.7971801757812
604.9800415039062,627.2103881835938
604.3101196289062,627.3526000976562
604.0504150390625,626.3650512695312
603.535400390625,626.5751953125
603.1947631835938,626.2405395507812
603.0274658203125,625.7633056640625
602.541015625,626.2240600585938
602.2408447265625,625.1114501953125
601.837158203125,625.145263671875
601.5296020507812,624.4725341796875
601.0153198242188,624.248291015625
600.5910034179688,623.7822265625
600.3014526367188,623.4683837890625
599.697265625,623.574462890625
599.4055786132812,623.735595703125
598.9273681640625,622.8594360351562
598.6322631835938,622.294189453125
598.0464477539062,622.1951293945312
597.79736328125,621.5406494140625
597.1657104492188,621.2477416992188
597.2759399414062,620.6552734375
596.5123291015625,621.5570068359375
596.6062622070312,620.8521118164062
595.8582153320312,619.6397094726562
595.5473022460938,619.5194091796875
595.2495727539062,620.4036865234375
594.8008422851562,618.5384521484375
594.4794921875,618.98486328125
594.0257568359375,618.199462890625
593.6754150390625,617.9752807617188
593.3812866210938,617.4910888671875
592.8026123046875,617.3675537109375
592.3313598632812,617.2261962890625
592.1228637695312,617.0606079101562
591.891845703125,615.9703979492188
591.2655639648438,615.8986206054688
591.0166015625,615.8535766601562
590.7887573242188,614.8118286132812
590.1177368164062,614.5140991210938
589.8224487304688,614.8819580078125
589.4962158203125,613.7532958984375
589.2288818359375,613.2068481445312
588.8666381835938,613.2674560546875
588.2269897460938,613.5470581054688
587.9864501953125,613.1578369140625
587.63818359375,612.84130859375
587.4275512695312,612.25732421875
587.0891723632812,611.665771484375
586.5278930664062,611.5728149414062
586.1746215820312,611.8026733398438
585.7584838867188,610.8775024414062
585.5177001953125,610.6828002929688
585.245361328125,610.4562377929688
584.6412963867188,611.2904052734375
584.2742309570312,610.4089965820312
584.0162353515625,609.1046142578125
583.3414916992188,609.0451049804688
583.0534057617188,609.2752075195312
582.6417846679688,609.403076171875
582.126220703125,608.0021362304688
581.952880859375,607.0069580078125
581.5181884765625,606.8987426757812
581.0205078125,607.117919921875
580.7716064453125,605.9937133789062
580.3547973632812,605.5499877929688
579.744140625,606.06201171875
579.4453735351562,604.8023071289062
579.0264282226562,604.6357421875
578.7296142578125,604.0422973632812
578.1112060546875,604.285400390625
577.911376953125,604.1990966796875
577.475830078125,604.1768188476562
577.0104370117188,602.627685546875
576.7949829101562,602.439208984375
576.3225708007812,601.8804321289062
576.0989990234375,601.6438598632812
575.6019287109375,602.0526733398438
575.1746826171875,601.2162475585938
574.7910766601562,600.678466796875
574.5404052734375,600.4773559570312
574.1204833984375,600.040771484375
573.72802734375,600.8677368164062
573.451171875,599.4746704101562
572.8721313476562,599.1004028320312
572.6522216796875,599.9248046875
572.3008422851562,598.82421875
571.8656005859375,597.6480712890625
571.7064208984375,597.981201171875
571.0703735351562,597.5217895507812
570.8900146484375,597.0382690429688
570.669677734375,597.3011474609375
570.2952270507812,596.5081787109375
569.848388671875,596.1795654296875
569.5860595703125,595.8052978515625
569.3353881835938,595.0537109375
568.7726440429688,595.591796875
568.539306640625,594.844482421875
568.2689208984375,594.5521240234375
567.7776489257812,594.4839477539062
567.5958862304688,594.0547485351562
567.3502197265625,593.2929077148438
566.999267578125,593.0454711914062
566.6853637695312,592.5474243164062
566.4771118164062,592.1804809570312
566.0381469726562,592.4356689453125
565.5980224609375,592.8512573242188
565.5194702148438,591.9251098632812
564.9111328125,591.7319946289062
564.8429565429688,590.9627685546875
564.2958984375,591.2437133789062
564.1009521484375,591.3418579101562
563.798828125,589.996826171875
563.562255859375,590.0353393554688
563.3360595703125,589.2472534179688
562.8726196289062,588.652587890625
562.53857421875,588.6973266601562
562.0473022460938,588.7901000976562
561.9244384765625,588.830810546875
561.4639282226562,588.7325439453125
561.4484252929688,587.4334106445312
561.0155029296875,587.4280395507812
560.7276000976562,587.443603515625
560.1954956054688,587.855224609375
560.2490844726562,586.9171752929688
559.8755493164062,586.4210815429688
559.5468139648438,585.6942138671875
558.9212646484375,585.5203247070312
558.8883666992188,585.0226440429688
558.5339965820312,584.2316284179688
558.2246704101562,583.8270263671875
557.8884887695312,583.860595703125
557.5350952148438,584.0023803710938
557.5426025390625,583.5618896484375
557.0435180664062,583.3496704101562
556.7357788085938,583.0098266601562
556.2509155273438,583.32470703125
556.0179443359375,584.37744140625
555.7695922851562,582.5613403320312
555.6737670898438,581.2615966796875
555.080322265625,581.9745483398438
554.604248046875,580.9393920898438
554.3119506835938,581.1737670898438
554.2088012695312,581.7919311523438
553.5955810546875,580.6900024414062
553.40283203125,581.3888549804688
553.2207641601562,580.009033203125
552.7593383789062,579.1146850585938
552.5643310546875,579.770263671875
552.0438842773438,579.7314453125
551.8919677734375,578.04150390625
551.4246826171875,580.8357543945312
551.41162109375,577.7570190429688
551.0277099609375,578.6279907226562
550.6600341796875,579.1019287109375
550.1940307617188,578.74169921875
550.0314331054688,577.0933227539062
549.8754272460938,576.7730102539062
549.3588256835938,577.2015991210938
549.2029418945312,575.92333984375
548.7830810546875,576.1746826171875
548.344482421875,575.6372680664062
548.24755859375,575.2089233398438
547.8611450195312,575.2507934570312
547.6129150390625,574.19384765625
546.9818115234375,575.6563720703125
546.9927368164062,574.3396606445312
546.6513061523438,573.8334350585938
